측정소명,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
동작구,0.028,13,6
동작대로,0.025,15,6
마포구,0.031,13,5
마포아트센터,0.04,8,3
북한산,0.029,8,4
서대문구,0.035,10,5
서울숲,0.032,9,3
서초구,0.034,8,4
성동구,0.034,11,7
성북구,0.029,9,3
세곡,0.023,14,3
송파구,0.035,12,5
시흥대로,0.014,21,9
신촌로,0.031,13,7
양천구,0.029,11,6
영등포구,0.031,13,6
영등포로,0.026,13,7
올림픽공원,0.041,7,3
용산구,0.03,11,6
은평구,0.033,9,7
자연사박물관,0.046,5,1
정릉로,0.024,13,6
종로,0.02,16,6
종로구,0.032,10,6
중구,0.026,13,6
중랑구,0.035,12,4
천호대로,0.026,19,7
청계천로,0.029,15,7
한강대로,0.016,19,8
항동,0.028,13,5
행주,0.028,13,4
홍릉로,0.026,13,7
화랑로,0.017,15,7
강남구,0.034,16,10
강남대로,0.024,14,6
강동구,0.032,15,9
강변북로,0.032,13,7
강북구,0.034,17,8
강서구,0.035,15,11
공항대로,0.029,23,10
관악구,0.035,16,9
관악산,0.038,14,7
광진구,0.04,15,9
구로구,0.037,14,8
금천구,0.027,17,11
남산,0.037,13,6
노원구,0.036,14,11
도봉구,0.033,15,5
도산대로,0.031,15,6
동대문구,0.036,16,9
동작구,0.029,18,9
동작대로,0.024,19,12
마포구,0.034,16,8
마포아트센터,0.042,14,7
북한산,0.033,11,7
서대문구,0.037,14,8
서울숲,0.034,15,5
서초구,0.033,12,6
성동구,0.035,15,10
성북구,0.034,16,5
세곡,0.032,17,6
송파구,0.036,16,8
시흥대로,0.017,26,14
신촌로,0.031,19,10
양천구,0.034,19,10
영등포구,0.032,20,11
영등포로,0.027,21,11
올림픽공원,0.043,11,6
용산구,0.031,15,10
은평구,0.038,11,9
자연사박물관,0.047,10,5
정릉로,0.028,18,9
종로,0.025,20,10
종로구,0.034,15,11
중구,0.031,20,10
중랑구,0.037,16,9
천호대로,0.026,21,10
청계천로,0.031,20,11
한강대로,0.018,26,13
항동,0.037,18,9
행주,0.036,19,8
홍릉로,0.029,16,10
화랑로,0.023,18,10
강남구,0.036,18,12
강남대로,0.029,14,6
강동구,0.032,17,12
강변북로,0.032,14,7
강북구,0.037,20,11
강서구,0.044,17,12
공항대로,0.042,22,10
관악구,0.041,18,11
관악산,0.042,17,7
광진구,0.042,19,11
구로구,0.044,15,9
금천구,0.039,18,12
남산,0.037,13,9
노원구,0.039,18,13
도봉구,0.035,19,7
도산대로,0.033,16,7
동대문구,0.041,18,11
동작구,0.032,20,10
동작대로,0.031,20,13
마포구,0.04,19,9
마포아트센터,0.048,15,9
북한산,0.035,14,9
서대문구,0.04,18,9
서울숲,0.039,20,7
서초구,0.038,13,7
성동구,0.038,18,12
성북구,0.037,17,7
세곡,0.038,16,7
송파구,0.038,18,11
시흥대로,0.024,27,14
신촌로,0.038,20,11
양천구,0.041,21,11
영등포구,0.041,19,12
영등포로,0.033,22,12
올림픽공원,0.045,13,8
용산구,0.033,18,13
은평구,0.048,13,11
자연사박물관,0.05,13,5
정릉로,0.032,19,11
종로,0.03,22,11
종로구,0.041,17,12
중구,0.036,22,12
중랑구,0.039,19,11
천호대로,0.028,23,12
청계천로,0.037,23,13
한강대로,0.022,29,16
항동,0.046,20,11
행주,0.046,20,9
홍릉로,0.033,20,12
화랑로,0.024,19,13
강남구,0.038,11,7
강남대로,0.028,6,3
강동구,0.033,11,6
강변북로,0.037,7,3
강북구,0.034,12,5
강서구,0.041,9,7
공항대로,0.036,13,6
관악구,0.042,12,6
관악산,0.043,10,4
광진구,0.042,11,6
구로구,0.044,7,4
금천구,0.039,13,9
남산,0.038,7,5
노원구,0.035,11,8
도봉구,0.033,12,3
도산대로,0.039,8,4
동대문구,0.039,11,5
동작구,0.033,14,7
동작대로,0.033,14,7
마포구,0.039,12,5
마포아트센터,0.048,9,5
북한산,0.032,7,4
서대문구,0.04,10,6
서울숲,0.039,13,2
서초구,0.039,8,2
성동구,0.038,10,7
성북구,0.035,7,3
세곡,0.032,9,3
송파구,0.039,12,5
시흥대로,0.025,25,9
신촌로,0.04,13,6
양천구,0.042,12,6
영등포구,0.043,12,7
영등포로,0.036,14,8
올림픽공원,0.043,6,3
용산구,0.034,10,7
은평구,0.043,7,8
자연사박물관,0.051,6,2
정릉로,0.031,12,6
종로,0.025,16,6
종로구,0.04,10,6
중구,0.032,13,7
중랑구,0.038,12,6
천호대로,0.031,18,7
청계천로,0.038,13,7
한강대로,0.021,17,9
항동,0.044,13,6
행주,0.04,12,4
홍릉로,0.031,11,7
화랑로,0.024,12,6
강남구,0.035,14,9
강남대로,0.03,11,5
강동구,0.033,19,7
강변북로,0.038,8,4
강북구,0.033,14,6
강서구,0.037,13,9
공항대로,0.027,18,10
관악구,0.037,13,7
관악산,0.041,12,7
광진구,0.041,14,8
구로구,0.038,14,5
금천구,0.036,14,10
남산,0.035,10,5
노원구,0.033,13,10
도봉구,0.033,13,4
도산대로,0.034,12,5
동대문구,0.035,13,7
동작구,0.032,16,8
동작대로,0.03,16,10
마포구,0.036,13,6
마포아트센터,0.043,11,5
북한산,0.034,10,5
서대문구,0.04,13,7
서울숲,0.037,13,3
서초구,0.036,14,4
성동구,0.036,13,8
성북구,0.032,12,5
세곡,0.035,15,5
송파구,0.038,15,7
시흥대로,0.019,27,11
신촌로,0.036,15,8
양천구,0.035,15,8
영등포구,0.036,15,9
영등포로,0.031,17,10
올림픽공원,0.044,9,5
용산구,0.032,13,9
은평구,0.043,10,8
자연사박물관,0.051,10,3
정릉로,0.026,15,8
종로,0.026,18,9
종로구,0.038,13,9
중구,0.03,17,8
중랑구,0.036,15,8
천호대로,0.028,20,9
청계천로,0.035,17,9
한강대로,0.019,19,11
항동,0.039,15,7
행주,0.033,14,6
홍릉로,0.026,15,9
화랑로,0.019,15,9
강남구,0.026,27,19
강남대로,0.012,27,15
강동구,0.031,21,15
강변북로,0.029,18,13
강북구,0.027,28,16
강서구,0.033,26,19
공항대로,0.025,33,19
관악구,0.028,29,19
관악산,0.048,24,16
광진구,0.033,27,17
구로구,0.032,24,16
금천구,0.03,34,25
남산,0.035,19,12
노원구,0.028,28,22
도봉구,0.026,25,10
도산대로,0.027,24,13
동대문구,0.026,26,18
동작구,0.02,33,19
동작대로,0.013,33,22
마포구,0.034,26,16
마포아트센터,0.039,18,13
북한산,0.027,19,11
서대문구,0.033,21,13
서울숲,0.026,25,12
서초구,0.027,25,15
성동구,0.03,26,19
성북구,0.027,23,12
세곡,0.024,29,15
송파구,0.028,30,20
시흥대로,0.012,44,25
신촌로,0.029,29,18
양천구,0.031,28,18
영등포구,0.031,29,21
영등포로,0.023,31,21
올림픽공원,0.028,20,13
용산구,0.025,26,19
은평구,0.031,20,14
자연사박물관,0.047,19,9
정릉로,0.018,28,19
종로,0.019,28,17
종로구,0.031,25,18
중구,0.026,30,18
중랑구,0.028,27,16
천호대로,0.017,34,19
청계천로,0.025,29,19
한강대로,0.016,37,22
항동,0.025,31,18
행주,0.029,31,17
홍릉로,0.021,29,19
화랑로,0.012,32,18
강남구,0.049,37,28
강남대로,0.027,34,22
강동구,0.035,32,23
강변북로,0.041,29,20
강북구,0.052,38,27
강서구,0.056,38,29
공항대로,0.043,43,27
관악구,0.053,38,27
관악산,0.075,35,27
광진구,0.057,36,27
구로구,0.058,33,24
금천구,0.054,37,30
남산,0.059,27,21
노원구,0.038,33,27
도봉구,0.048,33,20
도산대로,0.047,33,20
동대문구,0.052,35,27
동작구,0.039,42,26
동작대로,0.031,43,31
마포구,0.054,36,24
마포아트센터,0.066,26,22
북한산,0.049,26,20
서대문구,0.054,31,20
서울숲,0.051,35,20
서초구,0.047,35,23
성동구,0.054,35,28
성북구,0.051,35,20
세곡,0.043,34,20
송파구,0.054,38,26
시흥대로,0.03,58,35
신촌로,0.049,38,25
양천구,0.057,39,28
영등포구,0.056,39,31
영등포로,0.046,40,31
올림픽공원,0.055,28,19
용산구,0.044,36,28
은평구,0.056,27,20
자연사박물관,0.072,29,17
정릉로,0.039,38,29
종로,0.041,35,25
종로구,0.057,32,26
중구,0.053,39,27
중랑구,0.046,37,26
천호대로,0.035,42,27
청계천로,0.05,39,29
한강대로,0.03,42,29
항동,0.052,43,25
행주,0.051,40,28
홍릉로,0.041,39,28
화랑로,0.03,42,27
강남구,0.048,32,22
강남대로,0.028,31,17
강동구,0.048,32,22
강변북로,0.037,29,18
강북구,0.037,27,19
강서구,0.045,32,22
공항대로,0.037,36,21
관악구,0.05,35,23
관악산,0.068,38,29
광진구,0.062,32,22
구로구,0.051,27,21
금천구,0.047,34,26
남산,0.055,29,19
노원구,0.057,30,24
도봉구,0.048,32,17
도산대로,0.043,30,17
동대문구,0.055,32,23
동작구,0.042,37,22
동작대로,0.035,37,26
마포구,0.048,31,19
마포아트센터,0.062,25,20
북한산,0.047,27,19
서대문구,0.055,31,20
서울숲,0.053,34,18
서초구,0.048,32,21
성동구,0.053,32,25
성북구,0.054,31,18
세곡,0.044,33,18
송파구,0.053,35,23
시흥대로,0.034,54,31
신촌로,0.042,37,23
양천구,0.045,35,22
영등포구,0.047,33,25
영등포로,0.037,35,25
올림픽공원,0.06,26,18
용산구,0.044,33,26
은평구,0.054,28,18
자연사박물관,0.066,27,15
정릉로,0.04,35,25
종로,0.044,34,22
종로구,0.058,30,23
중구,0.052,36,23
중랑구,0.06,33,23
천호대로,0.037,40,24
청계천로,0.052,37,25
한강대로,0.029,40,27
항동,0.038,38,21
행주,0.044,30,19
홍릉로,0.042,36,26
화랑로,0.033,38,25
강남구,0.04,17,10
강남대로,0.026,14,6
강동구,0.04,18,10
강변북로,0.029,14,5
강북구,0.038,16,9
강서구,0.039,13,9
공항대로,0.034,20,8
관악구,0.042,16,9
관악산,0.048,16,9
광진구,0.047,17,10
구로구,0.042,11,7
금천구,0.038,16,9
남산,0.043,13,6
노원구,0.044,17,10
도봉구,0.039,17,5
도산대로,0.034,16,7
동대문구,0.042,16,10
동작구,0.034,18,9
동작대로,0.025,21,10
마포구,0.039,16,7
마포아트센터,0.049,12,6
북한산,0.039,14,8
서대문구,0.041,17,7
서울숲,0.041,19,5
서초구,0.036,17,8
성동구,0.041,16,10
성북구,0.04,16,6
세곡,0.043,19,7
송파구,0.045,20,11
시흥대로,0.03,31,13
신촌로,0.031,20,9
양천구,0.03,16,7
영등포구,0.039,19,9
영등포로,0.028,19,11
올림픽공원,0.051,14,6
용산구,0.035,16,9
은평구,0.043,12,7
자연사박물관,0.051,12,4
정릉로,0.029,20,12
종로,0.034,18,10
종로구,0.044,16,10
중구,0.038,20,10
중랑구,0.048,20,10
천호대로,0.034,23,11
청계천로,0.037,20,11
한강대로,0.019,22,11
항동,0.038,17,8
행주,0.04,16,6
홍릉로,0.032,20,12
화랑로,0.024,25,11
강남구,0.036,12,5
강남대로,0.018,14,4
강동구,0.034,10,5
강변북로,0.036,8,4
강북구,0.035,11,5
강서구,0.031,12,7
공항대로,0.023,22,8
관악구,0.036,14,6
관악산,0.047,9,4
광진구,0.043,10,6
구로구,0.037,7,4
금천구,0.032,14,9
남산,0.037,8,4
노원구,0.037,11,7
도봉구,0.035,12,2
도산대로,0.034,9,4
동대문구,0.038,11,6
동작구,0.028,16,6
동작대로,0.021,19,8
마포구,0.03,14,5
마포아트센터,0.041,9,4
북한산,0.034,9,3
서대문구,0.033,12,6
서울숲,0.04,11,3
서초구,0.029,12,3
성동구,0.038,11,6
성북구,0.035,11,3
세곡,0.032,13,3
송파구,0.041,12,6
시흥대로,0.019,25,10
신촌로,0.027,18,7
양천구,0.034,15,6
영등포구,0.031,15,7
영등포로,0.025,17,7
올림픽공원,0.046,9,3
용산구,0.032,12,6
은평구,0.034,10,5
자연사박물관,0.047,8,2
정릉로,0.028,14,7
종로,0.026,13,5
종로구,0.04,10,6
중구,0.032,14,6
중랑구,0.04,12,5
천호대로,0.026,18,7
청계천로,0.025,11,7
한강대로,0.016,22,9
항동,0.033,16,7
행주,0.034,14,4
홍릉로,0.029,13,6
화랑로,0.022,16,7
강남구,0.028,17,11
강남대로,0.018,15,5
강동구,0.023,15,9
강변북로,0.03,12,6
강북구,0.027,16,10
강서구,0.03,22,15
공항대로,0.027,25,13
관악구,0.033,21,12
관악산,0.043,14,7
광진구,0.033,16,10
구로구,0.036,14,13
금천구,0.029,23,17
남산,0.033,13,8
노원구,0.024,18,11
도봉구,0.026,19,6
도산대로,0.03,16,5
동대문구,0.031,19,12
동작구,0.024,21,11
동작대로,0.023,21,12
마포구,0.027,20,10
마포아트센터,0.035,13,9
북한산,0.022,14,6
서대문구,0.028,16,9
서울숲,0.032,16,5
서초구,0.031,16,7
성동구,0.032,17,12
성북구,0.029,16,7
세곡,0.027,15,5
송파구,0.031,17,10
시흥대로,0.02,29,16
신촌로,0.027,22,12
양천구,0.033,24,13
영등포구,0.03,22,14
영등포로,0.026,22,14
올림픽공원,0.033,12,5
용산구,0.026,19,13
은평구,0.026,14,8
자연사박물관,0.039,13,5
정릉로,0.025,21,13
종로,0.024,19,11
종로구,0.033,17,12
중구,0.026,21,11
중랑구,0.032,17,10
천호대로,0.022,20,10
청계천로,0.024,19,12
한강대로,0.015,24,13
항동,0.033,27,14
행주,0.032,25,12
홍릉로,0.025,19,12
화랑로,0.016,22,12
강남구,0.036,17,9
강남대로,0.027,12,4
강동구,0.034,17,9
강변북로,0.025,12,5
강북구,0.031,12,7
강서구,0.031,12,8
공항대로,0.027,19,8
관악구,0.038,16,7
관악산,0.049,15,7
광진구,0.042,16,10
구로구,0.038,8,31
금천구,0.034,15,9
남산,0.037,10,4
노원구,0.034,14,8
도봉구,0.03,15,3
도산대로,0.034,12,4
동대문구,0.037,15,8
동작구,0.031,17,8
동작대로,0.029,16,9
마포구,0.029,14,6
마포아트센터,0.041,9,5
북한산,0.029,10,4
서대문구,0.033,12,5
서울숲,0.036,16,4
서초구,0.036,13,4
성동구,0.036,14,9
성북구,0.033,14,4
세곡,0.037,19,6
송파구,0.039,18,9
시흥대로,0.029,20,10
신촌로,0.024,18,8
양천구,0.033,15,7
영등포구,0.032,16,8
영등포로,0.026,17,9
올림픽공원,0.047,13,6
용산구,0.029,15,8
은평구,0.033,9,4
자연사박물관,0.041,10,3
정릉로,0.026,17,9
종로,0.03,13,7
종로구,0.037,13,8
중구,0.034,16,8
중랑구,0.041,19,9
천호대로,0.028,26,12
청계천로,0.025,14,9
한강대로,0.017,19,8
항동,0.034,17,7
행주,0.03,13,5
홍릉로,0.027,17,10
화랑로,0.024,18,10
강남구,0.025,22,11
강남대로,0.013,17,6
강동구,0.021,17,10
강변북로,0.015,15,7
강북구,0.023,17,11
강서구,0.021,18,13
공항대로,0.016,23,12
관악구,0.028,19,11
관악산,0.03,14,7
광진구,0.027,18,12
구로구,0.029,12,7
금천구,0.023,19,14
남산,0.027,14,8
노원구,0.023,17,11
도봉구,0.022,18,5
도산대로,0.022,16,7
동대문구,0.027,17,11
동작구,0.021,21,11
동작대로,0.018,20,11
마포구,0.024,18,9
마포아트센터,0.031,13,8
북한산,0.02,17,7
서대문구,0.025,15,9
서울숲,0.023,18,6
서초구,0.025,17,6
성동구,0.026,18,13
성북구,0.022,15,6
세곡,0.021,18,7
송파구,0.025,20,11
시흥대로,0.017,28,15
신촌로,0.011,21,12
양천구,0.024,20,11
영등포구,0.024,19,12
영등포로,0.019,20,13
올림픽공원,0.028,13,6
용산구,0.021,19,13
은평구,0.025,13,8
자연사박물관,0.034,13,5
정릉로,0.017,19,12
종로,0.021,20,12
종로구,0.027,17,12
중구,0.023,22,12
중랑구,0.028,19,11
천호대로,0.016,26,13
청계천로,0.023,18,12
한강대로,0.013,28,15
항동,0.023,24,12
행주,0.023,19,10
홍릉로,0.018,20,12
화랑로,0.013,23,12
강남구,0.029,26,17
강남대로,0.019,20,9
강동구,0.028,26,19
강변북로,0.019,20,12
강북구,0.03,24,16
강서구,0.028,23,18
공항대로,0.022,26,17
관악구,0.035,23,16
관악산,0.039,17,12
광진구,0.031,26,17
구로구,0.034,17,9
금천구,0.028,24,18
남산,0.032,18,12
노원구,0.03,23,17
도봉구,0.028,24,10
도산대로,0.026,24,11
동대문구,0.033,24,17
동작구,0.026,26,15
동작대로,0.023,26,17
마포구,0.028,22,14
마포아트센터,0.036,17,11
북한산,0.025,24,11
서대문구,0.029,22,13
서울숲,0.03,22,10
서초구,0.031,22,11
성동구,0.031,24,19
성북구,0.03,22,11
세곡,0.03,22,10
송파구,0.032,27,18
시흥대로,0.024,34,20
신촌로,0.007,28,16
양천구,0.032,27,17
영등포구,0.03,25,18
영등포로,0.02,27,19
올림픽공원,0.036,18,11
용산구,0.025,24,15
은평구,0.03,18,12
자연사박물관,0.038,18,8
정릉로,0.019,27,19
종로,0.024,23,16
종로구,0.032,22,17
중구,0.029,28,17
중랑구,0.036,28,19
천호대로,0.024,29,19
청계천로,0.028,25,17
한강대로,0.013,31,18
항동,0.028,30,16
행주,0.025,26,16
홍릉로,0.023,27,18
화랑로,0.019,32,20
강남구,0.026,23,14
강남대로,0.016,19,7
강동구,0.023,24,16
강변북로,0.015,19,12
강북구,0.024,25,16
강서구,0.024,19,14
공항대로,0.023,24,12
관악구,0.028,19,12
관악산,0.034,17,9
광진구,0.03,25,14
구로구,0.03,14,6
금천구,0.023,20,13
남산,0.027,17,9
노원구,0.022,27,18
도봉구,0.023,26,10
도산대로,0.019,21,9
동대문구,0.027,24,16
동작구,0.022,24,12
동작대로,0.021,25,14
마포구,0.026,19,11
마포아트센터,0.033,14,10
북한산,0.021,28,11
서대문구,0.024,24,12
서울숲,0.023,20,7
서초구,0.028,20,9
성동구,0.024,21,16
성북구,0.025,25,12
세곡,0.025,23,9
송파구,0.028,25,15
시흥대로,0.02,28,17
신촌로,0.006,26,14
양천구,0.026,21,12
영등포구,0.026,20,14
영등포로,0.016,20,13
올림픽공원,0.031,18,11
용산구,0.02,23,14
은평구,0.023,20,12
자연사박물관,0.031,17,6
정릉로,0.015,28,18
종로,0.019,23,14
종로구,0.026,22,15
중구,0.021,27,15
중랑구,0.031,28,17
천호대로,0.021,32,17
청계천로,0.022,25,15
한강대로,0.01,30,16
항동,0.023,26,13
행주,0.024,22,12
홍릉로,0.018,28,17
화랑로,0.017,30,17
강남구,0.025,21,12
강남대로,0.015,19,8
강동구,0.022,19,12
강변북로,0.014,17,6
강북구,0.025,21,12
강서구,0.025,19,13
공항대로,0.02,24,11
관악구,0.031,21,13
관악산,0.04,17,11
광진구,0.03,19,10
구로구,0.033,13,6
금천구,0.02,20,12
남산,0.028,15,9
노원구,0.026,21,13
도봉구,0.024,22,7
도산대로,0.02,22,9
동대문구,0.031,18,12
동작구,0.023,23,12
동작대로,0.019,23,13
마포구,0.03,19,10
마포아트센터,0.037,15,9
북한산,0.021,21,9
서대문구,0.028,20,12
서울숲,0.021,19,6
서초구,0.028,20,9
성동구,0.027,18,12
성북구,0.028,20,9
세곡,0.022,20,7
송파구,0.026,21,14
시흥대로,0.019,32,18
신촌로,0.01,22,12
양천구,0.031,22,13
영등포구,0.031,19,13
영등포로,0.021,22,14
올림픽공원,0.029,12,6
용산구,0.022,20,11
은평구,0.029,18,10
자연사박물관,0.039,16,3
정릉로,0.019,22,14
종로,0.02,21,12
종로구,0.03,18,12
중구,0.024,23,13
중랑구,0.03,21,12
천호대로,0.02,23,12
청계천로,0.025,21,12
한강대로,0.013,32,16
항동,0.025,24,11
행주,0.026,21,10
홍릉로,0.023,21,12
화랑로,0.015,25,13
강남구,0.027,13,8
강남대로,0.018,11,4
강동구,0.026,10,7
강변북로,0.016,12,5
강북구,0.026,15,9
강서구,0.026,12,8
공항대로,0.028,16,9
관악구,0.036,14,7
관악산,0.04,9,3
광진구,0.034,12,6
구로구,0.038,6,3
금천구,0.028,13,8
남산,0.031,10,5
노원구,0.027,12,8
도봉구,0.025,15,4
도산대로,0.024,13,6
동대문구,0.032,12,8
동작구,0.024,16,8
동작대로,0.021,18,9
마포구,0.029,14,8
마포아트센터,0.037,9,5
북한산,0.021,11,6
서대문구,0.028,11,7
서울숲,0.022,11,3
서초구,0.03,13,4
성동구,0.029,13,8
성북구,0.029,12,5
세곡,0.026,12,3
송파구,0.028,14,7
시흥대로,0.022,19,10
신촌로,0.01,18,10
양천구,0.034,15,8
영등포구,0.034,14,9
영등포로,0.021,17,9
올림픽공원,0.029,8,2
용산구,0.024,14,7
은평구,0.026,13,7
자연사박물관,0.037,10,2
정릉로,0.019,19,10
종로,0.02,16,8
종로구,0.031,13,9
중구,0.024,16,9
중랑구,0.033,13,7
천호대로,0.024,17,8
청계천로,0.024,16,9
한강대로,0.014,25,11
항동,0.035,17,8
행주,0.03,14,5
홍릉로,0.022,16,9
화랑로,0.021,15,9
강남구,0.041,29,20
강남대로,0.026,26,15
강동구,0.034,25,19
강변북로,0.033,24,14
강북구,0.039,29,23
강서구,0.046,28,22
공항대로,0.047,32,20
관악구,0.05,30,21
관악산,0.051,27,22
광진구,0.046,27,18
구로구,0.053,22,10
금천구,0.037,34,26
남산,0.047,24,17
노원구,0.039,27,22
도봉구,0.039,26,14
도산대로,0.042,30,16
동대문구,0.046,28,22
동작구,0.037,34,21
동작대로,0.037,31,20
마포구,0.049,28,20
마포아트센터,0.061,20,18
북한산,0.031,22,15
서대문구,0.042,18,18
서울숲,0.037,24,14
서초구,0.047,26,17
성동구,0.046,27,22
성북구,0.045,26,16
세곡,0.032,28,15
송파구,0.042,30,21
시흥대로,0.03,38,27
신촌로,0.022,31,21
양천구,0.051,31,22
영등포구,0.055,29,24
영등포로,0.044,30,23
올림픽공원,0.04,19,13
용산구,0.032,27,21
은평구,0.038,24,16
자연사박물관,0.058,21,13
정릉로,0.038,31,23
종로,0.034,27,22
종로구,0.047,26,21
중구,0.04,33,24
중랑구,0.046,29,20
천호대로,0.034,31,21
청계천로,0.044,31,22
한강대로,0.028,33,24
항동,0.045,36,22
행주,0.046,32,21
홍릉로,0.038,29,21
화랑로,0.027,29,19
강남구,0.042,24,16
강남대로,0.033,18,9
강동구,0.039,21,15
강변북로,0.031,20,11
강북구,0.045,22,16
강서구,0.04,20,15
공항대로,0.045,24,14
관악구,0.045,25,15
관악산,0.048,19,12
광진구,0.05,22,15
구로구,0.048,15,7
금천구,0.039,21,16
남산,0.046,17,11
노원구,0.044,22,17
도봉구,0.042,23,11
도산대로,0.04,21,11
동대문구,0.047,22,17
동작구,0.039,25,15
동작대로,0.038,26,16
마포구,0.043,22,14
마포아트센터,0.056,16,11
북한산,0.039,18,12
서대문구,0.045,16,12
서울숲,0.039,19,10
서초구,0.044,22,11
성동구,0.044,23,17
성북구,0.047,21,12
세곡,0.042,20,8
송파구,0.042,24,16
시흥대로,0.04,27,19
신촌로,0.012,27,16
양천구,0.043,24,15
영등포구,0.047,23,17
영등포로,0.031,26,17
올림픽공원,0.049,14,9
용산구,0.037,23,16
은평구,0.046,19,12
자연사박물관,0.058,17,9
정릉로,0.035,26,18
종로,0.035,23,16
종로구,0.048,21,16
중구,0.038,26,17
중랑구,0.05,26,17
천호대로,0.039,28,16
청계천로,0.043,26,17
한강대로,0.019,31,19
항동,0.053,26,14
행주,0.047,23,14
홍릉로,0.037,28,17
화랑로,0.036,25,16
강남구,0.043,30,20
강남대로,0.029,24,13
강동구,0.04,30,22
강변북로,0.028,25,15
강북구,0.04,26,19
강서구,0.036,21,16
공항대로,0.033,30,16
관악구,0.044,26,16
관악산,0.054,24,14
광진구,0.05,32,20
구로구,0.043,19,8
금천구,0.035,25,17
남산,0.043,21,15
노원구,0.041,31,24
도봉구,0.046,28,13
도산대로,0.034,29,14
동대문구,0.048,27,21
동작구,0.038,28,16
동작대로,0.032,30,21
마포구,0.042,24,15
마포아트센터,0.054,20,14
북한산,0.046,23,15
서대문구,0.041,19,16
서울숲,0.043,29,14
서초구,0.041,28,13
성동구,0.045,28,22
성북구,0.046,29,15
세곡,0.042,29,15
송파구,0.044,34,22
시흥대로,0.022,40,22
신촌로,0.013,29,18
양천구,0.04,24,15
영등포구,0.043,23,17
영등포로,0.029,27,18
올림픽공원,0.051,24,16
용산구,0.037,28,20
은평구,0.043,25,14
자연사박물관,0.055,22,11
정릉로,0.032,32,22
종로,0.032,27,20
종로구,0.041,25,19
중구,0.033,30,19
중랑구,0.052,33,23
천호대로,0.033,35,22
청계천로,0.036,31,20
한강대로,0.02,40,25
항동,0.037,33,15
행주,0.035,27,15
홍릉로,0.036,35,23
화랑로,0.03,35,24
강남구,0.051,50,35
강남대로,0.032,44,29
강동구,0.054,46,36
강변북로,0.033,45,30
강북구,0.05,45,36
강서구,0.041,46,32
공항대로,0.04,49,31
관악구,0.049,49,33
관악산,0.068,46,33
광진구,0.063,48,34
구로구,0.05,39,17
금천구,0.043,45,34
남산,0.055,40,29
노원구,0.054,44,37
도봉구,0.053,43,24
도산대로,0.049,50,29
동대문구,0.055,46,37
동작구,0.044,48,30
동작대로,0.039,49,35
마포구,0.046,45,31
마포아트센터,0.059,37,29
북한산,0.048,37,27
서대문구,0.051,35,27
서울숲,0.052,49,29
서초구,0.05,46,31
성동구,0.053,47,39
성북구,0.055,48,29
세곡,0.05,46,27
송파구,0.054,53,33
시흥대로,0.036,56,38
신촌로,0.013,52,33
양천구,0.045,48,31
영등포구,0.05,46,37
영등포로,0.033,50,36
올림픽공원,0.065,40,30
용산구,0.04,47,37
은평구,0.052,41,26
자연사박물관,0.066,40,23
정릉로,0.034,47,34
종로,0.042,44,36
종로구,0.055,43,35
중구,0.048,52,36
중랑구,0.066,50,38
천호대로,0.049,52,35
청계천로,0.048,51,37
한강대로,0.025,56,41
항동,0.051,49,28
행주,0.041,45,30
홍릉로,0.045,51,37
화랑로,0.04,53,38
강남구,0.061,34,24
강남대로,0.04,29,18
강동구,0.053,28,22
강변북로,0.038,30,19
강북구,0.056,32,26
강서구,0.058,37,27
공항대로,0.054,40,23
관악구,0.064,37,25
관악산,0.077,35,25
광진구,0.067,31,22
구로구,0.066,24,12
금천구,0.058,37,29
남산,0.067,25,18
노원구,0.061,28,23
도봉구,0.058,29,15
도산대로,0.053,34,19
동대문구,0.063,30,24
동작구,0.056,38,23
동작대로,0.047,38,27
마포구,0.061,31,22
마포아트센터,0.078,24,19
북한산,0.053,24,18
서대문구,0.062,24,19
서울숲,0.062,33,17
서초구,0.058,31,17
성동구,0.064,31,26
성북구,0.062,32,17
세곡,0.054,31,19
송파구,0.058,32,19
시흥대로,0.043,48,33
신촌로,0.019,36,24
양천구,0.064,37,26
영등포구,0.065,33,27
영등포로,0.046,36,26
올림픽공원,0.067,24,16
용산구,0.051,32,26
은평구,0.066,27,18
자연사박물관,0.079,26,14
정릉로,0.047,35,25
종로,0.049,31,25
종로구,0.067,28,23
중구,0.058,34,24
중랑구,0.066,32,24
천호대로,0.048,33,22
청계천로,0.055,35,25
한강대로,0.034,42,27
항동,0.059,47,26
행주,0.064,37,25
홍릉로,0.051,37,26
화랑로,0.045,36,24
강남구,0.043,29,18
강남대로,0.027,22,11
강동구,0.036,23,17
강변북로,0.023,23,14
강북구,0.047,23,18
강서구,0.05,28,18
공항대로,0.042,34,19
관악구,0.058,27,17
관악산,0.066,25,16
광진구,0.049,26,16
구로구,0.059,22,10
금천구,0.054,27,19
남산,0.047,21,14
노원구,0.04,22,17
도봉구,0.043,22,10
도산대로,0.04,26,12
동대문구,0.046,25,18
동작구,0.047,30,17
동작대로,0.039,27,18
마포구,0.051,26,17
마포아트센터,0.062,22,15
북한산,0.04,18,12
서대문구,0.049,21,15
서울숲,0.043,27,13
서초구,0.045,25,13
성동구,0.046,27,19
성북구,0.045,28,13
세곡,0.041,25,13
송파구,0.044,27,18
시흥대로,0.037,39,24
신촌로,0.013,31,20
