측정소명,미세먼지(㎍/㎥),오존(ppm),일산화탄소농도(ppm),초미세먼지(㎍/㎥)
노원구,46,0.051,0.4,22
강서구,51,0.038,0.4,22
구로구,39,0.047,0.3,19
영등포구,49,0.042,0.5,22
동작구,54,0.04,0.4,24
관악구,51,0.045,0.4,22
금천구,44,0.041,0.4,24
양천구,51,0.044,0.4,21
강남구,46,0.047,0.5,24
서초구,59,0.048,0.3,20
송파구,52,0.046,0.5,28
강동구,48,0.045,0.4,26
중구,38,0.038,0.4,23
종로구,42,0.04,0.5,25
용산구,45,0.043,0.4,23
은평구,46,0.054,0.2,26
서대문구,51,0.051,0.5,25
마포구,37,0.044,0.4,21
광진구,44,0.058,0.5,24
성동구,41,0.048,0.4,25
중랑구,46,0.047,0.4,23
동대문구,39,0.051,0.5,22
성북구,49,0.046,0.6,25
도봉구,44,0.054,0.3,25
강북구,45,0.034,0.4,26
노원구,41,0.053,0.4,20
강서구,41,0.038,0.4,21
구로구,44,0.053,0.2,19
영등포구,39,0.046,0.5,21
동작구,49,0.04,0.4,24
관악구,41,0.049,0.4,20
금천구,41,0.043,0.4,23
양천구,42,0.039,0.4,18
강남구,40,0.053,0.4,22
서초구,52,0.055,0.3,21
송파구,43,0.045,0.5,24
강동구,46,0.046,0.4,27
중구,42,0.043,0.4,27
종로구,48,0.046,0.5,28
용산구,49,0.047,0.5,25
은평구,50,0.061,0.3,29
서대문구,53,0.056,0.6,29
마포구,40,0.046,0.4,23
광진구,52,0.065,0.6,30
성동구,48,0.054,0.4,29
중랑구,58,0.051,0.5,31
동대문구,46,0.056,0.5,27
성북구,54,0.055,0.6,29
도봉구,55,0.063,0.4,32
강북구,59,0.045,0.5,32
노원구,54,0.062,0.5,26
강서구,41,0.041,0.4,23
구로구,46,0.056,0.2,21
영등포구,40,0.051,0.4,22
동작구,52,0.044,0.4,27
관악구,44,0.051,0.5,23
금천구,40,0.047,0.4,24
양천구,43,0.047,0.4,21
강남구,49,0.062,0.5,29
서초구,59,0.06,0.4,25
송파구,53,0.068,0.5,29
강동구,59,0.055,0.4,33
중구,47,0.049,0.5,29
종로구,49,0.05,0.5,30
용산구,53,0.049,0.5,30
은평구,51,0.069,0.3,29
서대문구,53,0.065,0.6,31
마포구,50,0.056,0.5,31
광진구,48,0.064,0.6,28
성동구,49,0.058,0.4,31
중랑구,51,0.052,0.5,27
동대문구,47,0.061,0.5,27
성북구,49,0.057,0.6,28
도봉구,44,0.063,0.3,25
강북구,48,0.046,0.4,26
노원구,44,0.056,0.4,23
강서구,60,0.05,0.6,33
구로구,69,0.066,0.4,34
영등포구,57,0.06,0.6,32
동작구,61,0.051,0.5,34
관악구,60,0.06,0.6,33
금천구,56,0.055,0.6,35
양천구,62,0.058,0.6,31
강남구,50,0.06,0.5,30
서초구,69,0.067,0.4,30
송파구,58,0.062,0.5,33
강동구,49,0.049,0.4,30
중구,39,0.039,0.4,21
종로구,43,0.037,0.5,23
용산구,47,0.036,0.5,21
은평구,46,0.054,0.3,25
서대문구,50,0.048,0.6,26
마포구,39,0.042,0.4,20
광진구,46,0.065,0.5,24
성동구,47,0.051,0.5,25
중랑구,46,0.049,0.5,22
동대문구,39,0.049,0.5,21
성북구,46,0.049,0.6,23
도봉구,43,0.057,0.4,22
강북구,46,0.04,0.4,21
노원구,42,0.052,0.4,18
강서구,45,0.039,0.4,21
구로구,56,0.058,0.3,23
영등포구,42,0.048,0.4,20
동작구,55,0.044,0.4,27
관악구,52,0.053,0.5,24
금천구,49,0.047,0.5,28
양천구,49,0.045,0.4,19
강남구,45,0.058,0.5,24
서초구,59,0.059,0.4,25
송파구,51,0.062,0.5,25
강동구,49,0.049,0.4,25
중구,47,0.038,0.4,27
종로구,52,0.035,0.5,25
용산구,54,0.041,0.4,25
은평구,57,0.061,0.3,29
서대문구,61,0.056,0.6,29
마포구,46,0.048,0.4,24
광진구,51,0.066,0.4,26
성동구,55,0.051,0.4,27
중랑구,50,0.047,0.5,24
동대문구,43,0.053,0.3,22
성북구,55,0.052,0.6,30
도봉구,59,0.062,0.4,28
강북구,60,0.04,0.4,28
노원구,57,0.05,0.4,23
강서구,47,0.04,0.4,22
구로구,48,0.058,0.2,20
영등포구,46,0.051,0.4,23
동작구,52,0.041,0.4,24
관악구,48,0.052,0.4,22
금천구,40,0.036,0.4,22
양천구,48,0.04,0.4,20
강남구,46,0.059,0.5,24
서초구,58,0.067,0.3,21
송파구,55,0.064,0.4,24
강동구,53,0.044,0.4,28
중구,44,0.042,0.5,25
종로구,46,0.037,0.5,24
용산구,49,0.042,0.4,23
은평구,51,0.066,0.3,29
서대문구,52,0.056,0.6,31
마포구,43,0.052,0.5,24
광진구,46,0.061,0.4,24
성동구,45,0.049,0.4,25
중랑구,50,0.045,0.5,24
동대문구,44,0.054,0.4,20
성북구,51,0.054,0.7,29
도봉구,51,0.058,0.4,28
강북구,53,0.042,0.4,26
노원구,49,0.056,0.4,21
강서구,46,0.045,0.4,23
구로구,47,0.063,0.3,21
영등포구,45,0.054,0.4,23
동작구,50,0.045,0.4,24
관악구,46,0.054,0.5,23
금천구,39,0.036,0.4,22
양천구,47,0.045,0.4,21
강남구,42,0.044,0.4,23
서초구,56,0.06,0.3,22
송파구,47,0.056,0.4,24
강동구,47,0.044,0.4,26
중구,21,0.023,0.5,14
종로구,23,0.024,0.5,13
용산구,25,0.024,0.4,12
은평구,25,0.03,0.3,14
서대문구,28,0.027,0.5,16
마포구,21,0.027,0.2,11
광진구,23,0.032,0.4,12
성동구,22,0.028,0.4,13
중랑구,23,0.025,0.4,12
동대문구,21,0.027,0.5,10
성북구,27,0.024,0.6,13
도봉구,21,0.029,0.3,12
강북구,26,0.024,0.4,13
노원구,23,0.03,0.4,12
강서구,24,0.026,0.4,13
구로구,26,0.031,0.3,12
영등포구,24,0.026,0.4,12
동작구,25,0.025,0.4,12
관악구,24,0.025,0.5,12
금천구,20,0.022,0.4,12
양천구,26,0.026,0.4,11
강남구,21,0.029,0.4,13
서초구,28,0.032,0.3,12
송파구,23,0.031,0.4,13
강동구,23,0.023,0.4,13
중구,18,0.035,0.3,10
종로구,18,0.034,0.3,10
용산구,21,0.034,0.3,10
은평구,17,0.053,0.2,7
서대문구,20,0.047,0.4,8
마포구,18,0.039,0.1,8
광진구,19,0.049,0.3,9
성동구,19,0.038,0.3,10
중랑구,18,0.038,0.3,10
동대문구,16,0.042,0.3,7
성북구,18,0.044,0.4,7
도봉구,16,0.049,0.2,6
강북구,19,0.036,0.3,9
노원구,18,0.047,0.3,8
강서구,19,0.037,0.3,9
구로구,19,0.048,0.2,9
영등포구,19,0.042,0.3,8
동작구,20,0.036,0.3,9
관악구,20,0.041,0.3,9
금천구,16,0.026,0.3,9
양천구,19,0.039,0.3,8
강남구,16,0.044,0.3,9
서초구,19,0.048,0.2,9
송파구,20,0.046,0.3,9
강동구,16,0.038,0.3,9
중구,37,0.049,0.5,31
종로구,40,0.045,0.5,29
용산구,41,0.048,0.5,29
은평구,41,0.07,0.3,31
서대문구,47,0.06,0.6,34
마포구,36,0.051,0.2,28
광진구,40,0.064,0.5,31
성동구,38,0.058,0.4,30
중랑구,42,0.052,0.5,30
동대문구,38,0.058,0.5,26
성북구,43,0.057,0.6,30
도봉구,42,0.069,0.4,32
강북구,46,0.049,0,33
노원구,43,0.066,0.5,30
강서구,39,0.045,0.5,27
구로구,43,0.059,0.3,32
영등포구,38,0.055,0.5,26
동작구,40,0.051,0.4,30
관악구,37,0.055,0.5,26
금천구,34,0.037,0.5,26
양천구,40,0.055,0.5,26
강남구,38,0.059,0.5,30
서초구,43,0.064,0.3,34
송파구,40,0.062,0.5,29
강동구,42,0.053,0.5,32
중구,33,0.045,0.5,26
종로구,37,0.043,0.5,25
용산구,39,0.045,0.5,26
은평구,38,0.068,0.3,25
서대문구,41,0.06,0.6,26
마포구,37,0.047,0.2,26
광진구,37,0.055,0.4,25
성동구,37,0.05,0.4,27
중랑구,38,0.047,0.5,24
동대문구,35,0.053,0.5,21
성북구,38,0.053,0.6,24
도봉구,35,0.064,0.3,23
강북구,42,0.048,0.4,26
노원구,36,0.056,0.5,23
강서구,43,0.048,0.6,28
구로구,48,0.054,0.4,31
영등포구,40,0.05,0.6,26
동작구,44,0.043,0.4,27
관악구,43,0.047,0.6,26
금천구,35,0.034,0.5,26
양천구,43,0.052,0.5,26
강남구,36,0.049,0.5,26
서초구,43,0.054,0.3,30
송파구,39,0.051,0.5,25
강동구,36,0.046,0.4,27
중구,31,0.036,0.4,22
종로구,33,0.033,0.5,21
용산구,36,0.031,0.5,21
은평구,35,0.044,0.3,20
서대문구,38,0.04,0.5,24
마포구,31,0.033,0.3,19
광진구,35,0.042,0.5,22
성동구,35,0.036,0.4,22
중랑구,34,0.033,0.5,21
동대문구,31,0.039,0.5,17
성북구,35,0.034,0.6,20
도봉구,30,0.045,0.3,18
강북구,33,0.037,0.4,20
노원구,30,0.041,0.4,19
강서구,33,0.032,0.4,19
구로구,40,0.039,0.3,24
영등포구,31,0.028,0.4,18
동작구,38,0.032,0.4,21
관악구,36,0.032,0.5,20
금천구,31,0.021,0.4,20
양천구,36,0.033,0.4,19
강남구,31,0.038,0.5,21
서초구,40,0.043,0.3,27
송파구,34,0.036,0.5,20
강동구,34,0.034,0.4,24
중구,27,0.041,0.4,21
종로구,30,0.039,0.5,20
용산구,27,0.034,0.4,16
은평구,31,0.05,0.3,22
서대문구,35,0.046,0.5,25
마포구,26,0.041,0.3,16
광진구,28,0.052,0.4,19
성동구,28,0.044,0.4,19
중랑구,33,0.039,0.4,20
동대문구,27,0.047,0.5,16
성북구,34,0.046,0.6,22
도봉구,30,0.05,0.4,20
강북구,29,0.038,0.4,18
노원구,28,0.046,0.4,18
강서구,26,0.041,0.4,16
구로구,29,0.053,0.3,20
영등포구,25,0.044,0.4,14
동작구,28,0.04,0.4,16
관악구,24,0.045,0.4,14
금천구,22,0.031,0.4,15
양천구,29,0.045,0.4,15
강남구,26,0.048,0.5,18
서초구,31,0.054,0.2,23
송파구,27,0.048,0.4,17
강동구,32,0.041,0.4,21
중구,19,0.039,0.4,14
종로구,22,0.036,0.4,14
용산구,26,0.031,0.4,14
은평구,23,0.046,0.2,13
서대문구,24,0.043,0.5,14
마포구,22,0.035,0.3,13
광진구,21,0.045,0.4,13
성동구,23,0.038,0.4,15
중랑구,21,0.033,0.4,11
동대문구,20,0.041,0.4,10
성북구,23,0.036,0.5,11
도봉구,19,0.044,0.2,10
강북구,23,0.034,0.4,12
노원구,19,0.042,0.4,11
강서구,24,0.036,0.4,13
구로구,26,0.044,0.3,14
영등포구,22,0.038,0.3,11
동작구,27,0.033,0.4,14
관악구,24,0.037,0.4,12
금천구,22,0.025,0.4,14
양천구,22,0.039,0.4,11
강남구,21,0.042,0.4,14
서초구,24,0.046,0.2,16
송파구,23,0.042,0.4,13
강동구,18,0.036,0.4,12
중구,40,0.031,0.5,28
종로구,39,0.029,0.6,24
용산구,33,0.024,0.5,20
은평구,41,0.039,0.3,32
서대문구,48,0.034,0.6,38
마포구,29,0.033,0.5,23
광진구,36,0.035,0.6,28
성동구,38,0.029,0.5,25
중랑구,47,0.026,0.6,28
동대문구,36,0.032,0.6,22
성북구,42,0.031,0.7,28
도봉구,47,0.04,0.4,38
강북구,44,0.027,0.5,27
노원구,43,0.04,0.5,22
강서구,32,0.035,0.4,20
구로구,46,0.04,0.3,36
영등포구,32,0.033,0.5,20
동작구,41,0.027,0.4,26
관악구,35,0.031,0.5,23
금천구,36,0.02,0.5,27
양천구,38,0.036,0.5,20
강남구,37,0.032,0.6,24
서초구,47,0.039,0.3,38
송파구,32,0.032,0.5,20
강동구,43,0.031,0.6,29
중구,41,0.041,0.6,30
종로구,34,0.033,0.6,23
용산구,35,0.032,0.5,22
은평구,42,0.043,0.4,34
서대문구,49,0.038,0.6,39
마포구,30,0.037,0.5,22
광진구,31,0.046,0.5,24
성동구,33,0.037,0.5,24
중랑구,36,0.032,0.6,22
동대문구,31,0.036,0.6,18
성북구,39,0.035,0.7,27
도봉구,34,0.04,0.4,26
강북구,33,0.027,0.5,21
노원구,30,0.041,0.5,18
강서구,34,0.037,0.5,22
구로구,44,0.048,0.4,35
영등포구,31,0.039,0.5,20
동작구,40,0.035,0.5,26
관악구,36,0.04,0.5,25
금천구,36,0.032,0.5,29
양천구,34,0.04,0.5,19
강남구,32,0.042,0.5,22
서초구,44,0.049,0.4,35
송파구,31,0.04,0.5,20
강동구,33,0.042,0.5,22
중구,0,0,0,0
종로구,25,0.032,0.4,17
용산구,25,0.029,0.4,17
은평구,23,0.041,0.2,18
서대문구,26,0.037,0.5,19
마포구,23,0.033,0.4,16
광진구,24,0.042,0.4,19
성동구,24,0.034,0.3,18
중랑구,26,0.031,0.4,18
동대문구,23,0.036,0.4,14
성북구,25,0.034,0.5,17
도봉구,21,0.037,0.3,15
강북구,27,0.026,0.4,19
노원구,25,0.039,0.4,16
강서구,26,0.03,0.3,16
구로구,21,0.041,0.2,18
영등포구,22,0.034,0.3,14
동작구,26,0.031,0.3,17
관악구,25,0.035,0.4,16
금천구,23,0.029,0.3,18
양천구,24,0.029,0.3,15
강남구,22,0.038,0.4,17
서초구,24,0.045,0.2,19
송파구,24,0.042,0.3,18
강동구,25,0.037,0.4,19
중구,50,0.022,0.5,38
종로구,44,0.037,0.5,30
용산구,45,0.035,0.4,29
은평구,48,0.049,0.3,36
서대문구,55,0.044,0.5,39
마포구,40,0.038,0.5,30
광진구,44,0.047,0.5,32
성동구,46,0.039,0.4,32
중랑구,51,0.035,0.5,32
동대문구,44,0.042,0.5,28
성북구,47,0.038,0.6,32
도봉구,47,0.042,0.3,36
강북구,51,0.03,0.5,33
노원구,43,0.042,0.5,27
강서구,45,0.039,0.4,29
구로구,50,0.046,0.3,38
영등포구,42,0.041,0.5,27
동작구,51,0.034,0.4,33
관악구,45,0.04,0.5,29
금천구,45,0.029,0.5,33
양천구,48,0.041,0.4,28
강남구,46,0.044,0.5,33
서초구,53,0.049,0.3,37
송파구,46,0.043,0.5,29
강동구,48,0.041,0.5,33
중구,44,0.028,0.5,32
종로구,42,0.031,0.5,28
용산구,39,0.028,0.5,24
은평구,48,0.043,0.3,36
서대문구,54,0.039,0.5,38
마포구,37,0.033,0.5,26
광진구,37,0.036,0.5,26
성동구,38,0.032,0.4,25
중랑구,41,0.029,0.4,24
동대문구,40,0.034,0.5,24
성북구,49,0.033,0.6,31
도봉구,48,0.039,0.3,34
강북구,45,0.028,0.4,28
노원구,40,0.031,0.5,24
강서구,40,0.034,0.5,26
구로구,47,0.041,0.3,35
영등포구,40,0.033,0.5,25
동작구,44,0.03,0.4,27
관악구,38,0.037,0.5,23
금천구,34,0.03,0.4,24
양천구,43,0.036,0.5,25
강남구,36,0.03,0.5,25
서초구,49,0.042,0.3,34
송파구,36,0.036,0.4,22
강동구,38,0.035,0.4,25
중구,22,0.021,0.4,11
종로구,20,0.023,0.4,11
용산구,19,0.02,0.3,9
은평구,20,0.032,0.2,10
서대문구,21,0.029,0.4,12
마포구,19,0.024,0.4,9
광진구,16,0.03,0.4,7
성동구,16,0.026,0.3,9
중랑구,17,0.023,0.4,8
동대문구,17,0.025,0.4,7
성북구,22,0.022,0.4,9
도봉구,17,0.029,0.2,8
강북구,21,0.022,0.4,10
노원구,18,0.027,0.4,8
강서구,20,0.024,0.4,10
구로구,21,0.03,0.2,13
영등포구,20,0.022,0.4,9
동작구,20,0.02,0.3,9
관악구,20,0.023,0.4,9
금천구,18,0.019,0.4,10
양천구,21,0.023,0.4,9
강남구,16,0.023,0.4,8
서초구,18,0.028,0.2,11
송파구,18,0.024,0.4,7
강동구,15,0.027,0.3,8
중구,6,0.021,0.3,4
종로구,8,0.024,0.3,4
용산구,7,0.021,0.3,3
은평구,6,0.028,0.1,2
서대문구,6,0.026,0.3,2
마포구,7,0.023,0.3,2
광진구,6,0.03,0.3,2
성동구,6,0.026,0.2,3
중랑구,6,0.022,0.3,3
동대문구,5,0.025,0.3,2
성북구,8,0.024,0.4,1
도봉구,5,0.029,0.1,2
강북구,7,0.021,0.3,3
노원구,5,0.032,0.3,3
강서구,8,0.028,0.3,3
구로구,9,0.026,0.2,5
영등포구,9,0.022,0.3,3
동작구,11,0.021,0.3,4
관악구,11,0.024,0.3,4
금천구,9,0.021,0.3,5
양천구,8,0.024,0.3,3
강남구,7,0.024,0.3,3
서초구,5,0.029,0.1,5
송파구,7,0.028,0.3,3
강동구,5,0.025,0.3,3
중구,14,0.024,0.4,7
종로구,18,0.024,0.4,8
용산구,17,0.026,0.4,7
은평구,14,0.035,0.2,7
서대문구,15,0.033,0.4,8
마포구,14,0.028,0.3,6
광진구,14,0.036,0.4,7
성동구,15,0.031,0.3,8
중랑구,15,0.026,0.4,7
동대문구,14,0.028,0.4,5
성북구,16,0.029,0.4,6
도봉구,15,0.032,0.2,7
강북구,16,0.024,0.3,7
노원구,15,0.036,0.3,7
강서구,13,0.029,0.3,6
구로구,13,0.021,0.2,9
영등포구,16,0.026,0.4,5
동작구,19,0.024,0.3,7
관악구,18,0.026,0.4,7
금천구,13,0.025,0.3,8
양천구,15,0.028,0.4,5
강남구,14,0.029,0.4,7
서초구,14,0.034,0.2,10
송파구,16,0.031,0.4,6
강동구,14,0.031,0.4,7
중구,41,0.024,0.6,28
종로구,41,0.027,0.6,25
용산구,40,0.027,0.5,24
은평구,40,0.032,0.4,28
서대문구,46,0.033,0.6,31
마포구,40,0.027,0.6,27
광진구,41,0.039,0.6,29
성동구,39,0.034,0.5,26
중랑구,40,0.033,0.5,24
동대문구,35,0.033,0.5,19
성북구,42,0.032,0.6,26
도봉구,37,0.038,0.4,26
강북구,41,0.024,0.5,26
노원구,37,0.033,0.5,21
강서구,53,0.027,0.6,32
구로구,26,0.028,0.3,42
영등포구,43,0.028,0.6,25
동작구,58,0.026,0.5,39
관악구,46,0.028,0.6,27
금천구,42,0.022,0.6,28
양천구,49,0.025,0.6,24
강남구,41,0.033,0.6,26
서초구,66,0.035,0.4,48
송파구,45,0.034,0.5,29
강동구,41,0.032,0.5,26
중구,37,0.028,0.5,28
종로구,40,0.028,0.5,26
용산구,38,0.028,0.5,23
은평구,43,0.041,0.4,33
서대문구,49,0.038,0.6,37
마포구,34,0.033,0.5,25
광진구,44,0.046,0.6,34
성동구,36,0.039,0.4,25
중랑구,41,0.035,0.5,26
동대문구,36,0.037,0.5,21
성북구,41,0.037,0.5,29
도봉구,42,0.042,0.4,32
강북구,39,0.025,0.5,27
노원구,38,0.042,0.5,21
강서구,39,0.035,0.5,25
구로구,53,0.038,0.2,43
영등포구,32,0.035,0.5,20
동작구,46,0.03,0.4,32
관악구,35,0.035,0.5,21
금천구,33,0.033,0.4,23
양천구,35,0.037,0.4,20
강남구,35,0.039,0.5,24
서초구,56,0.046,0.3,46
송파구,40,0.042,0.5,25
강동구,40,0.041,0.5,27
중구,19,0.022,0.5,13
종로구,25,0.019,0.5,13
용산구,20,0.019,0.5,12
은평구,22,0.036,0.3,16
서대문구,25,0.032,0.6,19
마포구,19,0.027,0.5,13
광진구,24,0.029,0.6,17
성동구,19,0.023,0.4,13
중랑구,19,0.023,0.5,11
동대문구,18,0.026,0.5,9
성북구,24,0.025,0.6,13
도봉구,20,0.03,0.4,14
강북구,19,0.021,0.5,12
노원구,17,0.03,0.4,10
강서구,23,0.029,0.4,14
구로구,33,0.036,0.2,26
영등포구,19,0.029,0.5,11
동작구,25,0.023,0.4,17
관악구,22,0.03,0.5,13
금천구,20,0.028,0.4,13
양천구,21,0.033,0.4,12
강남구,19,0.028,0.5,13
서초구,35,0.035,0.3,28
송파구,20,0.027,0.5,12
강동구,19,0.024,0.5,12
중구,33,0.018,0.4,13
종로구,38,0.021,0.4,12
용산구,32,0.022,0.4,11
은평구,29,0.039,0.2,10
서대문구,31,0.036,0.4,12
마포구,32,0.025,0.4,12
광진구,31,0.028,0.5,13
성동구,30,0.029,0.3,13
중랑구,31,0.027,0.3,11
동대문구,29,0.023,0.4,9
성북구,32,0.02,0.5,12
도봉구,25,0.028,0.3,8
강북구,31,0.023,0.4,12
노원구,28,0.036,0.3,11
강서구,33,0.024,0.4,11
구로구,35,0.032,0.1,17
영등포구,32,0.023,0.5,12
동작구,36,0.022,0.4,13
관악구,33,0.025,0.4,12
금천구,27,0.03,0.3,11
양천구,34,0.023,0.4,12
강남구,27,0.022,0.4,12
서초구,37,0.027,0.2,18
송파구,30,0.022,0.4,11
강동구,28,0.028,0.4,13
중구,33,0.023,0.5,13
종로구,37,0.025,0.5,14
용산구,36,0.018,0.4,11
은평구,39,0.039,0.2,9
서대문구,43,0.03,0.4,10
마포구,38,0.027,0.4,12
광진구,44,0.028,0.6,12
성동구,37,0.028,0.4,14
중랑구,36,0.028,0.2,11
동대문구,35,0.024,0.4,9
성북구,42,0.026,0.4,11
도봉구,47,0.044,0.3,10
강북구,37,0.025,0.4,13
노원구,36,0.029,0.4,11
강서구,38,0.028,0.4,11
구로구,48,0.033,0.2,15
영등포구,38,0.024,0.5,11
동작구,44,0.021,0.4,13
관악구,38,0.029,0.5,11
금천구,32,0.029,0.4,11
양천구,39,0.029,0.4,11
강남구,34,0.021,0.4,13
서초구,43,0.033,0.3,16
송파구,40,0.024,0.5,14
강동구,38,0.023,0.4,14
중구,26,0.025,0.4,11
종로구,33,0.028,0.4,13
용산구,34,0.025,0.4,9
은평구,30,0.035,0.2,9
서대문구,35,0.03,0.4,12
마포구,31,0.027,0.4,10
광진구,35,0.034,0.5,10
성동구,29,0.029,0.3,11
중랑구,30,0.027,0.2,10
동대문구,27,0.031,0.4,8
성북구,34,0.031,0.3,8
도봉구,32,0.036,0.2,9
강북구,31,0.023,0.3,12
노원구,31,0.034,0.4,10
강서구,31,0.03,0.3,10
구로구,35,0.035,0.1,14
영등포구,29,0.031,0.4,8
동작구,32,0.025,0.3,9
관악구,32,0.031,0.4,9
금천구,26,0.026,0.4,10
양천구,30,0.033,0.3,8
강남구,25,0.035,0.4,10
서초구,33,0.04,0.2,12
송파구,30,0.032,0.4,10
강동구,29,0.03,0.4,11
중구,35,0.029,0.4,15
종로구,39,0.03,0.4,12
용산구,43,0.029,0.4,14
은평구,42,0.041,0.2,15
서대문구,43,0.036,0.4,17
마포구,38,0.031,0.3,13
광진구,49,0.042,0.6,18
성동구,42,0.035,0.4,17
중랑구,44,0.031,0.3,15
동대문구,37,0.036,0.4,12
성북구,39,0.035,0.4,16
도봉구,39,0.04,0.3,14
강북구,42,0.026,0.4,15
노원구,38,0.036,0.4,13
강서구,39,0.034,0.4,14
구로구,48,0.041,0.2,23
영등포구,38,0.034,0.4,13
동작구,44,0.029,0.4,15
관악구,39,0.035,0.4,14
금천구,36,0.032,0.4,15
양천구,41,0.035,0.4,13
강남구,38,0.038,0.4,16
서초구,49,0.045,0.3,23
송파구,43,0.038,0.4,15
강동구,44,0.032,0.4,16
중구,92,0.034,0.5,28
종로구,97,0.035,0.6,24
용산구,113,0.037,0.5,24
은평구,133,0.048,0.4,41
서대문구,149,0.045,0.7,41
마포구,102,0.038,0.3,24
광진구,124,0.05,0.7,38
성동구,97,0.042,0.5,30
중랑구,101,0.036,0.3,25
동대문구,92,0.043,0.5,22
성북구,122,0.042,0.5,34
도봉구,118,0.046,0.4,34
강북구,118,0.029,0.5,25
노원구,104,0.049,0.5,24
강서구,120,0.04,0.5,29
구로구,150,0.05,0.3,44
영등포구,98,0.041,0.5,23
동작구,123,0.032,0.5,31
관악구,108,0.043,0.5,27
금천구,97,0.037,0.5,27
양천구,115,0.04,0.5,24
강남구,90,0.046,0.5,26
서초구,144,0.054,0.4,46
송파구,98,0.048,0.5,25
강동구,95,0.041,0.4,24
중구,26,0.034,0.5,20
종로구,27,0.034,0.5,18
용산구,25,0.037,0.5,17
은평구,35,0.05,0.4,24
서대문구,38,0.045,0.8,28
마포구,24,0.039,0.3,18
광진구,32,0.049,0.7,26
성동구,26,0.042,0.4,19
중랑구,28,0.036,0.3,17
동대문구,25,0.042,0.5,15
성북구,28,0.039,0.5,19
도봉구,28,0.043,0.4,21
강북구,28,0.03,0.5,18
노원구,25,0.046,0.5,17
강서구,31,0.042,0.4,21
구로구,50,0.052,0.2,26
영등포구,24,0.043,0.5,16
동작구,31,0.033,0.4,21
관악구,26,0.042,0.5,18
금천구,25,0.038,0.5,19
양천구,30,0.041,0.5,19
강남구,22,0.046,0.5,18
서초구,47,0.054,0.3,31
송파구,24,0.047,0.5,17
강동구,24,0.041,0.4,16
중구,14,0.024,0.3,8
종로구,14,0.026,0.4,7
용산구,11,0.028,0.3,7
은평구,9,0.04,0.2,8
서대문구,12,0.039,0.6,8
마포구,11,0.029,0.2,6
광진구,12,0.035,0.6,9
성동구,13,0.032,0.3,9
중랑구,10,0.029,0.2,7
동대문구,11,0.03,0.4,5
성북구,13,0.03,0.4,7
도봉구,9,0.032,0.3,7
강북구,12,0.023,0.4,8
노원구,9,0.039,0.3,7
강서구,13,0.03,0.3,9
구로구,32,0.036,0.1,17
영등포구,14,0.03,0.3,10
동작구,18,0.022,0.3,11
관악구,14,0.026,0.4,9
금천구,12,0.028,0.3,9
양천구,15,0.029,0.4,8
강남구,12,0.03,0.4,9
서초구,18,0.037,0.2,14
송파구,13,0.033,0.4,8
강동구,13,0.03,0.3,9
중구,22,0.033,0.3,12
종로구,25,0.035,0.4,12
용산구,25,0.036,0.3,11
은평구,29,0.048,0.2,10
서대문구,30,0.043,0.5,11
마포구,23,0.038,0.2,10
광진구,26,0.044,0.5,9
성동구,22,0.039,0.3,12
중랑구,24,0.036,0.2,11
동대문구,22,0.039,0.3,9
성북구,29,0.038,0.2,9
도봉구,50,0.059,0.3,20
강북구,30,0.03,0.3,13
노원구,23,0.049,0.3,11
강서구,27,0.04,0.3,11
구로구,29,0.046,0.2,15
영등포구,24,0.036,0.2,10
동작구,28,0.029,0.3,12
관악구,23,0.035,0.4,10
금천구,20,0.038,0.3,11
양천구,27,0.041,0.3,10
강남구,21,0.04,0.3,12
서초구,28,0.047,0.2,14
송파구,22,0.043,0.4,11
강동구,22,0.04,0.3,11
중구,21,0.037,0.3,11
종로구,24,0.036,0.4,12
용산구,29,0.037,0.3,12
은평구,36,0.053,0.1,9
서대문구,30,0.047,0.5,10
마포구,27,0.04,0.2,10
광진구,27,0.046,0.5,9
성동구,23,0.042,0.3,13
중랑구,22,0.04,0.2,10
동대문구,21,0.04,0.3,8
성북구,28,0.041,0.2,8
도봉구,16,0.042,0.1,5
강북구,27,0.033,0.3,11
노원구,21,0.052,0.3,10
강서구,28,0.042,0.3,12
구로구,35,0.047,0.1,16
영등포구,27,0.038,0.2,10
동작구,31,0.03,0.3,13
관악구,26,0.038,0.4,11
금천구,23,0.037,0.3,12
양천구,27,0.042,0.3,12
강남구,23,0.041,0.3,12
서초구,32,0.048,0.2,15
송파구,28,0.045,0.4,11
강동구,21,0.043,0.3,10
중구,27,0.034,0.4,16
종로구,30,0.03,0.4,15
용산구,34,0.027,0.4,15
은평구,32,0.039,0.2,12
서대문구,34,0.034,0.6,15
마포구,32,0.027,0.3,14
광진구,36,0.037,0.6,18
성동구,30,0.033,0.4,17
중랑구,29,0.033,0.3,14
동대문구,28,0.033,0.4,12
성북구,32,0.032,0.3,14
도봉구,29,0.039,0.3,11
강북구,30,0.029,0.4,13
노원구,27,0.039,0.4,13
강서구,35,0.032,0.4,16
구로구,40,0.034,0.3,23
영등포구,30,0.031,0.3,13
동작구,36,0.024,0.4,17
관악구,32,0.029,0.5,14
금천구,29,0.027,0.5,16
양천구,32,0.033,0.4,15
강남구,29,0.032,0.4,16
서초구,39,0.035,0.3,24
송파구,34,0.033,0.5,18
강동구,31,0.03,0.4,17
중구,30,0.022,0.5,19
